,loss,accuracy,val_loss,val_accuracy,lr
0,1.7899385690689087,0.4097735583782196,1.5925235748291016,0.49320000410079956,0.001
1,1.4463130235671997,0.5388818979263306,1.6931347846984863,0.49160000681877136,0.001
2,1.2541368007659912,0.6082324385643005,1.3736120462417603,0.5879999995231628,0.001
3,1.1350736618041992,0.6563138961791992,1.2818492650985718,0.6155999898910522,0.001
4,1.045314908027649,0.6875295042991638,1.3843064308166504,0.5996999740600586,0.001
